"age","gender","city","event_freq","travel_willingness","importance_meet_people","age_connect","gender_connect","maintain_contact","wish_maintain_contact","event_category","Municipality","region","neighbors","ID","Latitude","Longitude"
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_424",56.1167956295819,10.115471333304
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_425",57.1209262717087,10.0231126990638
23,"female",8200,"once a week","in_city","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_426",56.1062957385441,10.163063466743
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_427",56.4804712294926,10.8742816001177
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_428",56.023189072863,10.0782780327591
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_429",56.1738256177031,10.1038521964948
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_430",56.0031309494012,10.0625325213167
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_431",57.104107872349,10.062662200481
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_432",56.9428720265908,10.1669970530541
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_433",55.6936701279943,12.581414375102
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_434",55.2440487573498,12.0773495367684
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_435",55.6682500041443,12.5505424023648
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_436",56.203397657474,10.0095687160128
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_437",56.875449807305,10.252718541652
20,"female",8260,"once a week","anywhere","4","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_438",56.1886558956376,9.99859976864959
24,"female",2650,"rarely","anywhere","3","older","female","never","sometimes","Food & Drink, Charity, Film & Media, Travel & Outdoor","Hvidovre","Hovedstaden","Brøndby, København, Rødovre, Tårnby","PER_439",55.6534243715491,12.4610103777671
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_440",55.6803535573019,12.5116520832969
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_441",55.7480548075599,8.88424955746332
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_442",56.2640874583188,10.1947472931014
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_443",56.2140306140555,10.1325299291666
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_444",55.6815210112796,12.533523573523
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_445",56.9907845665141,10.2398321610883
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_446",55.6762100433548,12.540398818055
20,"female",8200,"once a month","in_city","4","same","female, genderqueer","sometimes","always","Food & Drink, Music, Education, Film & Media, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_447",56.0277932237352,10.2168485203251
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_448",55.5487077071514,12.0056927316813
22,"female",4600,"once a month","region","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Business, Education, Sports & Fitness, Travel & Outdoor","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_449",55.4170440320775,12.1157564726247
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_450",56.0941727203763,10.073421761741
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_451",56.2437104511925,10.3224513683583
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_452",56.1246342034307,10.0814878836725
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_453",55.8598583721138,10.6307646454958
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_454",56.0126822603184,10.1260207184097
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_455",56.0698443824855,10.2166513743311
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_456",56.2546540715611,10.1661961275268
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_457",55.3112006839322,12.2584339055364
20,"female",8260,"once a week","anywhere","4","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_458",56.2385463499722,10.1462444750553
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_459",55.3233697641321,12.0969634203926
20,"female",8200,"once a month","in_city","4","same","female, genderqueer","sometimes","always","Food & Drink, Music, Education, Film & Media, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_460",56.1687492747179,10.1884408813784
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_461",56.1398074138182,10.0117464784343
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_462",56.1299098754547,10.0444096301407
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_463",56.087547084379,10.1868668559207
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_464",57.127566390474,10.0216424379942
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_465",55.3754560419178,12.1345346422307
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_466",57.1926590634835,9.99314429870047
22,"genderqueer",8000,"once a month","region","5","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts, Spirituality","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_467",56.1192970119333,9.99197532234217
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_468",55.3269190993719,12.4334892762832
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_469",56.1318872246433,10.0888723617401
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_470",56.1803478310754,10.1613166144534
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_471",56.0325531583437,10.1660090378852
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_472",56.1760595219647,10.0224370704189
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_473",56.0578885929518,10.2528783035639
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_474",56.1029396449167,10.1679257464138
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_475",56.1346036256724,10.1010898846874
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_476",56.1630586044093,10.109546093382
25,"male",8000,"once a month","neighbouring","3","same","female, male","sometimes","sometimes","Health, Business, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_477",56.1692922851009,9.96444403417975
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_478",56.2779324497896,10.197180113086
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_479",56.2208122798596,10.0200836830905
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_480",55.3064529049389,12.280547561696
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_481",56.3126016247679,10.2458729921881
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_482",55.7303225376583,12.206431152214
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_483",56.0279381886964,10.1022113530292
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_484",56.085602854442,10.102121210404
20,"female",8200,"once a month","in_city","4","same","female, genderqueer","sometimes","always","Food & Drink, Music, Education, Film & Media, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_485",56.1878036898881,10.0877808359233
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_486",56.1299171373216,10.0135232614396
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_487",56.2233182019945,10.2432534896219
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_488",56.1098791734605,10.1965620051807
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_489",55.2623979732287,12.1948098151658
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_490",56.0469225570171,10.1517100337987
25,"male",8200,"once a month","anywhere","5","same","male","sometimes","sometimes","Food & Drink, Film & Media, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_491",56.1532463062439,10.1823205022145
22,"female",9000,"once a week","anywhere","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_492",56.9808023173822,10.152068015167
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_493",55.4400006549122,10.3552925578694
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_494",57.070092404708,10.2908069511402
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_495",55.4823813795516,11.9952709079635
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_496",57.0210893209412,10.2202692929992
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_497",55.4122013963461,10.2930436622465
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_498",55.466951403928,12.1054205462549
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_499",55.8203385918721,10.5402725887122
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_500",55.6798446403077,12.5204260825682
